"lead_key","occurrence_count","statuses","business_name","niche","city","state","website","owner_name","validation_status","triage_reason","recommended_action","source_files","should_skip_research","should_skip_collection"
"website:coalwood.com","3","pending;raw","Coalwood Electric I Limited Partnership","electrician","Houston","TX","https://coalwood.com","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-024.pending-enrichment.csv","False","True"
"website:superiorhvactexas.com","3","pending;raw","Superior HVAC","hvac","Houston","TX","https://www.superiorhvactexas.com","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-024.pending-enrichment.csv","False","True"
"website:coolcareac.com","3","pending;raw","Cool Care Heating and Air Conditioning","hvac","Houston","TX","https://www.coolcareac.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-024.pending-enrichment.csv","False","True"
"website:houstonjatc.com","3","pending;raw;rejected","Electrical Training Center","electrician","Houston","TX","https://www.houstonjatc.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-024.rejected.csv","False","True"
"website:acrepairkingwoodtexas.com","3","pending;raw","Kingwood AC Repair Pros","hvac","Houston","TX","https://acrepairkingwoodtexas.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-20-07-588Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-152343-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-024.pending-enrichment.csv","False","True"
"website:austin.bluebonnetroofers.com/locations/austin-tx-78730","3","pending;raw;rejected","Bluebonnet Roofers","roofing","Austin","TX","https://austin.bluebonnetroofers.com/locations/austin-tx-78730/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-025.rejected.csv","False","True"
"website:plumberofphoenix.com","3","pending;raw","Plumber of Phoenix","plumbing","Phoenix","AZ","https://plumberofphoenix.com","","validated_public_business_source","missing_owner;missing_owner_source;third_party_contact_path","hold_pending_until_first_party_contact_or_stronger_owner_evidence","data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-az-il-batch-029.pending-enrichment.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:bedbugexterminatorcincinnati.info","3","artifact;pending;raw","OCP Bed Bug Exterminator","pest_control","Cincinnati","OH","http://bedbugexterminatorcincinnati.info/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-15-013522-2026-06-15-usa-home-services-sprint/raw/2026-06-15T01-33-57-661Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-013522-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-cincinnati-pest-control-rejected-batch-061.csv;data/runs/2026-06-15-013522-2026-06-15-usa-home-services-sprint/tmp/2026-06-15T01-33-57-661Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:espinozaheatingandcoolingllc.com","3","artifact;raw;reviewed_artifact","Espinoza Heating and Cooling LLC","hvac","Tucson","AZ","https://espinozaheatingandcoolingllc.com","Enrique Espinoza Lopez","pending_public_owner_contact_verification","missing_first_party_contact_path;weak_owner_source;needs_official_registry_check","public_owner_or_decision_maker_research_before_merge; verify official AZ entity record and first-party contact page","data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-46-05-672Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15-tucson-hvac-reviewed-batch-069.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-tucson-hvac-pending-batch-069.csv","False","False"
"website:autolocksmithphiladelphia.com","3","artifact;pending;raw","Auto Locksmith Philadelphia","locksmith","Philadelphia","PA","https://www.autolocksmithphiladelphia.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-15-015036-2026-06-15-usa-home-services-sprint/raw/2026-06-15T01-49-28-935Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-015036-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-philadelphia-locksmith-pending-batch-062.csv;data/runs/2026-06-15-015036-2026-06-15-usa-home-services-sprint/tmp/2026-06-15T01-49-28-935Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:temperaturepro.com/orlando-fl","3","final_artifact;master;reviewed_artifact","TemperaturePro Orlando","hvac","Orlando","FL","https://temperaturepro.com/orlando-fl/","Linda Page","1","","","data/master_leads.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/final/2026-06-13-florida-expanded-owner-enriched-batch-007.csv;data/runs/2026-06-13-180036-florida-expanded-hvac-electrician-batch-007/reviewed/2026-06-13-florida-expanded-owner-enriched-batch-007.csv","True","True"
"website:giddurdunn.com","3","pending;raw;rejected","GiddurDunn","plumbing","Tucson","AZ","https://giddurdunn.com","","reject","handyman/pressure-washing/general service listing, not a verified plumbing contractor lead","Tucson AZ","data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-az-il-batch-029.rejected.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:arizonaelectricllc.com","3","pending;raw","Arizona Eletcric","electrician","Phoenix","AZ","https://arizonaelectricllc.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-az-il-batch-029.pending-enrichment.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:tucson.thesunnyplumber.com","3","pending;raw","The Sunny Plumber Tucson","plumbing","Tucson","AZ","http://tucson.thesunnyplumber.com","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-az-il-batch-029.pending-enrichment.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:mcdowdplumbing.com","3","pending;raw","McDowd Plumbing","plumbing","Austin","TX","https://www.mcdowdplumbing.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-025.pending-enrichment.csv","False","True"
"website:youngbertke.com","3","pending;raw;rejected","Younge & Bertke Company","hvac","Cincinnati","OH","https://www.youngbertke.com/","","partial_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-154647-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-44-34-373Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-154647-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-midwest-batch-026.rejected.csv;data/runs/2026-06-14-154647-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-44-34-373Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:bwnashville.com","3","final_artifact;master;reviewed_artifact","Barber Woodworking","carpentry","Nashville","TN","https://www.bwnashville.com","Chris Barber","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-175910-2026-06-14-usa-home-services-sprint/final/2026-06-14-flooring-carpentry-owner-enriched-batch-041.csv;data/runs/2026-06-14-175910-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-flooring-carpentry-owner-enriched-batch-041.csv","True","True"
"website:austinroofingandwaterdamage.com","3","pending;raw","Water Damage & Roofing of Austin","roofing","Austin","TX","https://austinroofingandwaterdamage.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-30-06-398Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-texas-batch-025.pending-enrichment.csv","False","True"
"website:airmaintenancehvac.com","3","artifact;raw;reviewed_artifact","Air Maintenance Heating & Cooling","hvac","Tucson","AZ","https://airmaintenancehvac.com/","","pending_owner_verification","missing_owner;missing_owner_source","public_owner_or_decision_maker_research_before_merge","data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-46-05-672Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15-tucson-hvac-reviewed-batch-069.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-tucson-hvac-pending-batch-069.csv","False","False"
"website:temcoair.com","3","artifact;raw;reviewed_artifact","Temco AC Repair & Replacement","hvac","Tucson","AZ","https://temcoair.com/","","pending_current_owner_after_acquisition","missing_current_owner;brand_or_domain_variant;acquisition_signal;needs_current_decision_maker","public_current_decision_maker_research_before_merge; verify current official domain/contact path and ResiXperts/Temco decision-maker context","data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-46-05-672Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15-tucson-hvac-reviewed-batch-069.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-tucson-hvac-pending-batch-069.csv","False","False"
"website:coralac.com","3","final_artifact;master;reviewed_artifact","Coral Air Conditioning Repair","hvac","Cape Coral","FL","https://coralac.com/","Paul Elya Sr. and Jocelyn Elya","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-13-182838-florida-cape-coral-deeper-hvac-batch-011/final/2026-06-13-florida-coral-air-owner-enriched-batch-011.csv;data/runs/2026-06-13-182838-florida-cape-coral-deeper-hvac-batch-011/reviewed/2026-06-13-florida-coral-air-owner-enriched-batch-011.csv","True","True"
"website:hayscoolingandheating.com","3","pending;raw","Hays Cooling Heating & Plumbing","plumbing","Phoenix","AZ","https://hayscoolingandheating.com/","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/raw/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-az-il-batch-029.pending-enrichment.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T16-04-25-138Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv","False","True"
"website:knoxacs.com","3","final_artifact;master;reviewed_artifact","Knoxville Heating & Air","hvac","Knoxville","TN","https://www.knoxacs.com/","Ben Granger","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/final/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-usa-raleigh-knoxville-owner-enriched-batch-022.csv","True","True"
"name-city-state:r b roofing and remodeling|louisville|ky","3","final_artifact;master;reviewed_artifact","R&B Roofing and Remodeling","roofing","Louisville","KY","","Scott Waldman","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/final/2026-06-14-midwest-owner-enriched-batch-057.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-midwest-owner-enriched-batch-057.csv","True","True"
"website:arizonanativeroofing.com","3","final_artifact;master;reviewed_artifact","Arizona Native Roofing","roofing","Phoenix","AZ","https://arizonanativeroofing.com/","Jason R. Swim","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-162304-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-roofing-owner-enriched-batch-030.csv;data/runs/2026-06-14-162304-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-roofing-owner-enriched-batch-030.csv","True","True"
"website:rocketplumbingnow.com","3","final_artifact;master;reviewed_artifact","Rocket Plumbing","plumbing","Chicago","IL","https://rocketplumbingnow.com/","Brian McMahon","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/final/2026-06-14-midwest-owner-enriched-batch-057.csv;data/runs/2026-06-14-215415-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-midwest-owner-enriched-batch-057.csv","True","True"
"website:spurkhvac.com","3","final_artifact;master;reviewed_artifact","Spurk HVAC, LLC","hvac","Pittsburgh","PA","https://spurkhvac.com/","Jason Spurk","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-15-011945-2026-06-15-usa-home-services-sprint/final/2026-06-15T01-18-23-876Z-usa-home-services-sprint-fresh-leads.final.csv;data/runs/2026-06-15-011945-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15T01-18-23-876Z-usa-home-services-sprint-fresh-leads.reviewed.csv","True","True"
"website:daveyplumbingpittsburgh.com","3","final_artifact;master;reviewed_artifact","Davey Plumbing LLC","plumbing","Pittsburgh","PA","https://www.daveyplumbingpittsburgh.com/","Craig Davey","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/final/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.final.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.reviewed.csv","True","True"
"website:thebrooklineplumber.com","3","final_artifact;master;reviewed_artifact","The Brookline Plumber, LLC","plumbing","Pittsburgh","PA","https://www.thebrooklineplumber.com/","Rick Smith","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/final/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.final.csv;data/runs/2026-06-15-010419-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15T01-03-00-559Z-usa-home-services-sprint-fresh-leads.reviewed.csv","True","True"
"website:greaterpitttreeservicepa.com","3","final_artifact;master;reviewed_artifact","Greater Pitt Tree Service LLC","tree_service","Pittsburgh","PA","https://www.greaterpitttreeservicepa.com/","Carlos McClintock","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-203221-2026-06-14-usa-home-services-sprint/final/2026-06-14-pittsburgh-philadelphia-landscaping-owner-enriched-batch-053.csv;data/runs/2026-06-14-203221-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-pittsburgh-philadelphia-landscaping-owner-enriched-batch-053.csv","True","True"
"website:cyclonehvacrepair.com","3","final_artifact;master;reviewed_artifact","Cyclone Heating & Air","hvac","Dallas","TX","https://cyclonehvacrepair.com/","Mario Munoz","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/final/2026-06-14-texas-owner-enriched-batch-025.csv;data/runs/2026-06-14-153401-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-texas-owner-enriched-batch-025.csv","True","True"
"website:solterraroofing.com","3","final_artifact;master;reviewed_artifact","SolTerra Roofing","roofing","Tucson","AZ","https://solterraroofing.com/","Jake Baldauf; Joe Baldauf","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-il-owner-enriched-batch-029.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-il-owner-enriched-batch-029.csv","True","True"
"website:texashomeandcommercial.net","3","final_artifact;master;reviewed_artifact","Texas Home & Commercial","windows_doors","Austin","TX","https://texashomeandcommercial.net/","Derek Baker","reviewed_owner_verified_public_directory","","","data/master_leads.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-windows-doors-owner-enriched-batch-051.csv;data/runs/2026-06-14-200322-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-windows-doors-owner-enriched-batch-051.csv","True","True"
"website:ciminellos.com","3","final_artifact;master;reviewed_artifact","Ciminello's Landscape Design","landscaping","Columbus","OH","https://www.ciminellos.com/","Mark Ciminello","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-194049-2026-06-14-usa-home-services-sprint/final/2026-06-14-austin-columbus-landscape-pest-owner-enriched-batch-049.csv;data/runs/2026-06-14-194049-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-austin-columbus-landscape-pest-owner-enriched-batch-049.csv","True","True"
"website:1stclassfoam.com","3","final_artifact;master;reviewed_artifact","1st Class Foam Roofing and Coating, LLC","roofing","Phoenix","AZ","https://www.1stclassfoam.com/","Jason Rex Rivers","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/final/2026-06-14-az-owner-enriched-from-pending-batch-029a.csv;data/runs/2026-06-14-160553-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-az-owner-enriched-from-pending-batch-029a.csv","True","True"
"website:tinnenyplumbing.com","3","final_artifact;master;reviewed_artifact","Tinneny Plumbing & Heating Inc","plumbing","Philadelphia","PA","https://www.tinnenyplumbing.com/","Bruce Tinneny","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv","True","True"
"website:jarmansalesandservice.com","3","final_artifact;master;reviewed_artifact","Jarman Sales & Service Inc","hvac","Philadelphia","PA","https://jarmansalesandservice.com/","Robert Jarman","reviewed_owner_verified_public_source","","","data/master_leads.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/final/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv;data/runs/2026-06-14-202240-2026-06-14-usa-home-services-sprint/reviewed/2026-06-14-philadelphia-hvac-owner-enriched-batch-052.csv","True","True"
"website:billspandc.com","3","final_artifact;master;reviewed_artifact","Bill's Painting & Carpentry","painting","Cincinnati","OH","https://www.billspandc.com/","Bill Charles","reviewed_final_public_owner_verified","owner_verified;official_site_verified;bbb_profile_verified","merge_as_reviewed_final;use_offer_readiness_audit_for_estimate_flow_and_local_visibility","data/master_leads.csv;data/runs/2026-06-15-020500-2026-06-15-usa-home-services-sprint/final/2026-06-15-cincinnati-painting-final-batch-063.csv;data/runs/2026-06-15-020500-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15-cincinnati-painting-reviewed-batch-063.csv","True","True"
"website:abestairandheat.com","3","final_artifact;master;reviewed_artifact","A-Best Air & Heat","hvac","Palm Bay","FL","https://www.abestairandheat.com/","Eric William Stromme","validated_public_business_source","","","data/master_leads.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/final/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv;data/runs/2026-06-14-130926-2026-06-14-florida-home-services-reboot/reviewed/2026-06-14-florida-auto-staged-owner-enriched-batch-015.csv","True","True"
"website:spartantucson.com","3","artifact;raw;reviewed_artifact","Spartan Plumbing","hvac","Tucson","AZ","https://www.spartantucson.com/","Denise Gesty","rejected_status_conflict_out_of_business","status_conflict;bbb_out_of_business_alert;do_not_merge","reject_do_not_contact_for_current_hvac_campaign; monitor only if official/credible source proves active operation","data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/raw/2026-06-15T04-46-05-672Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/reviewed/2026-06-15-tucson-hvac-reviewed-batch-069.csv;data/runs/2026-06-15-044733-2026-06-15-usa-home-services-sprint/tmp/2026-06-15-tucson-hvac-rejected-batch-069.csv","False","False"
"website:laneplumbingraleigh.com","3","pending;raw","Lane Plumbing","plumbing","Raleigh","NC","https://laneplumbingraleigh.com","","validated_public_business_source","missing_owner;missing_owner_source;missing_first_party_contact_path","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-usa-raleigh-knoxville-batch-022.pending-enrichment.csv","False","True"
"website:raleighheatingandair.com","3","pending;raw","Raleigh Heating & Air, Inc.","hvac","Raleigh","NC","https://www.raleighheatingandair.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-usa-raleigh-knoxville-batch-022.pending-enrichment.csv","False","True"
"website:knoxvilleplumbing.com","3","pending;raw","Knoxville Plumbing & Drain Cleaning","plumbing","Knoxville","TN","https://knoxvilleplumbing.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-usa-raleigh-knoxville-batch-022.pending-enrichment.csv","False","True"
"website:tnstandard.com","3","pending;raw","Tennessee Standard Plumbing and Drain","plumbing","Knoxville","TN","https://tnstandard.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-usa-raleigh-knoxville-batch-022.pending-enrichment.csv","False","True"
"website:maynorservices.com","3","pending;raw","Maynor","hvac","Raleigh","NC","https://maynorservices.com/","","validated_public_business_source","missing_owner;missing_owner_source","monitor_or_move_on_until_stronger_public_evidence","data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/raw/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14T15-04-29-026Z-usa-home-services-sprint-fresh-leads.pending-enrichment.csv;data/runs/2026-06-14-150640-2026-06-14-usa-home-services-sprint/tmp/2026-06-14-usa-raleigh-knoxville-batch-022.pending-enrichment.csv","False","True"
